id_ucznia	imie	nazwisko	klasa	rok_nauki
1660	Piotr	Krakowiak	B	3
1661	Karol	Krakowski	B	3
1662	Euzebiusz	Lange	B	3
1663	Beata	Lis	B	3
1664	Weronika	Nike	B	3
1665	Jerzy	Pigulski	B	3
1666	Jakub	Plichta	B	3
1667	Jadwiga	Podczasiak	B	3
1668	Pawel	Rada	B	3
1669	Monika	Radwan	B	3
1670	Igor	Rysak	B	3
1671	Bartosz	Sikora	B	3
1672	Edmund	Skoczkowski	B	3
1673	Hanna	Stanke	B	3
1674	Aleksandra	Sulima	B	3
1675	Anna	Trocha	B	3
1676	Adam	Zdrojewski	B	3
1677	Jolanta	Antczak	B	3
1678	Piotr	Borsuk	B	3
1679	Jakub	Chmielewski	B	3
1680	Kamil	Chorzowski	B	3
1681	Magdalena	Deja	B	3
1682	Andrzej	Gagatek	B	3
1683	Monika	Glasmann	B	3
1684	Marta	Gralewicz	B	3
1685	Jan	Grzeskowiak	B	3
1686	Arkadiusz	Harazim	B	3
1687	Helena	Haruza	B	3
1688	Maurycy	Jakubiak	B	3
1689	Magdalena	Kaczmarek	B	3
1690	Milena	Kecler	B	3
1691	Krzysztof	Kiedrowski	B	3
1692	Marta	Konstantinova	B	3
1693	Agata	Krakowska	B	3
1694	Filip	Krakowski	B	3
1695	Jakub	Kwiatkowski	B	3
1696	Piotr	Lupa	B	3
1697	Tymon	Rey	B	3
1698	Ewa	Rohde	B	3
1699	Marcelina	Serwicka	B	3
1700	Urszula	Specjalna	B	3
1701	Krystyna	Swoboda	B	3
1702	Anna	Szczupak	B	3
1703	Bartosz	Szkutnik	B	3
1704	Arkadiusz	Wieniarski	B	3
1705	Magdalena	Zubilewicz	B	3
1706	Karolina	Stryczek	B	3
1707	Piotr	Kaczor	B	3
1708	Marcin	Kosaty	B	3
1709	Barbara	Andrzejewska	B	3
1710	Matylda	Tarkowska	B	3
1711	Filip	Klebba	B	3
1712	Natalia	Dab	B	3
1713	Albert	Skiba	B	3
1714	Dominika	Kurczaczek	B	3
1715	Tymoteusz	Bilmon	B	3
1716	Ewelina	Kiszka	B	3
1717	Karolina	Barzowska	B	3
1718	Hanna	Steinborn	B	3
1719	Maria	Ciechanowicz	B	3
1720	Piotr	Wilczek	B	3
1721	Marcela	Badowska	B	3
1722	Adam	Grondowy	B	3
1723	Patrycja	Augustowska	B	3
1724	Nikodem	Kowalski	B	3
1725	Wojciech	Katowicki	B	3
1726	Tomasz	Bandera	B	3
1727	Oktawian	Augustowski	B	3
1728	Justyna	Jacak	B	3
1729	Marek	Ochota	B	3
1730	Marian	Bukalski	B	3
1731	Krzysztof	Kiszka	B	3
1732	Aleksandra	Kwas	B	3
1733	Karina	Oleszczuk	B	3
1734	Kazimierz	Bartosik	B	3
1735	Aleks	Kaliszuk	B	3
1736	Dariusz	Kunka	B	3
1737	Victoria	Werbowy	B	3
1738	Maria	Blicharska	B	3
1739	Waldemar	Babiarz	B	3
1740	Lech	Bek	B	3
1741	Piotr	Kosz	B	3
1742	Kamil	Bobiak	B	3
1743	Jadwiga	Specjalna	B	3
1744	Kaja	Orczyk	B	3
1745	Zofia	Cejko	B	3
1746	Aleksander	Araucz	B	3
1747	Anna	Misiek	B	3
1748	Natalia	Szlachta	B	3
1749	Adam	Strupiechowski	B	3
1750	Polina	Plakwicz	B	3
1751	Julia	Laskowska	B	3
1752	Ewelina	Szustak	B	3
1753	Kordian	Adamowicz	B	3
1754	Dominika	Czernicka	B	3
1755	Wiktor	Szczepkowski	B	3
1756	Grzegorz	Kowalczyk	B	3
1757	Natalia	Florczak	B	3
1758	Adam	Chojnacki	B	3
1759	Marcin	Radzik	B	3
1760	Bartlomiej	Wieczorek	B	3
1761	Mateusz	Kukulski	B	3
1762	Szymon	Cejman	B	3
1763	Nikodem	Olczak	B	3
1764	Anna	Grzybek	B	3
1765	Nina	Gryczka	B	3
1766	Maciej	Neumann	B	3
1767	Joanna	Zgadzaj	B	3
1768	Zenon	Pietruszka	B	3
1769	Piotr	Szymajda	B	3
1770	Dawid	Suchocki	B	3
1771	Marek	Chorzowski	B	3
1772	Aleksandra	Plichta	B	3
1773	Natalia	Jezierska	B	3
1774	Anna	Broszkiewicz	B	3
1775	Przemyslaw	Sadza	B	3
1776	Roman	Iwanowski	B	3
1777	Konstanty	Kot	B	3
1778	Kinga	Skubis	B	3
1779	Ernest	Bydgoski	B	3
1780	Andrzej	Sabat	B	3
1781	Seweryn	Krakowski	B	3
1782	Maciej	Honka	B	3
1783	Ewa	Studzieniecka	B	3
1784	Kinga	Orczyk	B	3
1785	Sandra	Szmitko	B	3
1786	Anna	Niczyj	B	3
1787	Natalia	Olszewska	B	3
1788	Marta	Schmidtke	B	3
1789	Patrycja	Rzeszowska	B	3
1790	Wiktoria	Chojnacka	B	3
1791	Piotr	Fido	B	3
1792	Natalia	Kowal	B	3
1793	Erwin	Rzymowski	B	3
1794	Witold	Adamiec	B	3
1795	Andrzej	Szumowski	B	3
1796	Kaja	Malbolrska	B	3
1797	Danuta	Majka	B	3
1798	Agata	Zbieska	B	3
1799	Mateusz	Kowalski	B	3
1800	Adam	Jakus	B	3
1801	Jacek	Sztorc	B	3
1802	Lucjan	Jamski	B	3
1803	Adam	Susel	B	3
1804	Gabriel	Papciak	C	3
1805	Dorota	Dlugosz	C	3
1806	Karol	Szwarc	C	3
1807	Alicja	Gajdanowicz	C	3
1808	Piotr	Loba	C	3
1809	Antoni	Pilski	C	3
1810	Krzysztof	Pytlik	C	3
1811	Jan	Adamczyk	C	3
1812	Anna	Babiarz	C	3
1813	Andrzej	Krakowski	C	3
1814	Kamil	Ludziejewsk	C	3
1815	Nataniel	Janowski	C	3
1816	Arkadiusz	Lis	C	3
1817	Agnieszka	Maciejczyk	C	3
1818	Agnieszka	Kowalczyk	C	3
1819	Maja	Lawendowska	C	3
1820	Igor	Misztal	C	3
1821	Karolina	Rylska	C	3
1822	Piotr	Grzybicki	C	3
1823	Kaja	Makarska	C	3
1824	Mateusz	Krosnowski	C	3
1825	Justyna	Bydgoska	C	3
1826	Halina	Zawidowska	C	3
1827	Nicola	Horbaczewska	C	3
1828	Michalina	Fenoszyn	C	3
1829	Wojciech	Pietruszka	C	3
1830	Kamila	Pietkiewicz	C	3
1831	Sebastian	Helski	C	3
1832	Barbara	Oskarowicz	C	3
1833	Ewelina	Pietczak	C	3
1834	Katarzyna	Jokiel	C	3
1835	Ewelina	Nyska	C	3
1836	Marianna	Kotowska	C	3
1837	Piotr	Nyski	C	3
1838	Sandra	Grochowska	C	3
1839	Antoni	Tosiek	C	3
1840	Jakub	Rojek	C	3
1841	Wiktor	Chorzowski	C	3
1842	Bartosz	Tylec	C	3
1843	Zenon	Borowik	C	3
1844	Irena	Andrusiak	C	3
1845	Patryk	Makarski	C	3
1846	Ryszard	Orlik	C	3
1847	Wojciech	Krakowski	C	3
1848	Paulina	Filipczuk	C	3
1849	Natalia	Kolek	C	3
1850	Grzegorz	Kowalonek	C	3
1851	Jakub	Hanke	C	3
1852	Kacper	Osadnik	C	3
1853	Michal	Borsuk	C	3
1854	Marcin	Dechnik	C	3
1855	Jerzy	Krakowski	C	3
1856	Barbara	Holmes	C	3
1857	Paulina	Piekarz	C	3
1858	Marta	Robak	C	3
1859	Jan	Kmicic	C	3
1860	Renata	Mandziej	C	3
1861	Arjuna	Wejner	C	3
1862	Zofia	Burghard	C	3
1863	Patryk	Borsuk	C	3
1864	Stefan	Chorzowski	C	3
1865	Mieszko	Rzymski	C	3
1866	Karolina	Sopocka	C	3
1867	Tomasz	Brych	C	3
1868	Klara	Jarosz	C	3
1869	Kazimierz	Benedykt	C	3
1870	Monika	Sibilska	C	3
1871	Nastazja	Tymczak	C	3
1872	Ewelina	Czarnecka	C	3
1873	Krzysztof	Borowik	C	3
1874	Julian	Paciorek	C	3
1875	Lena	Hrabiowska	C	3
1876	Jan	Badowski	C	3
1877	Maja	Lang	C	3
1878	Karol	Golanczyk	C	3
1879	Agata	Jancewicz	C	3
1880	Eryk	Szkubiel	C	3
1881	Klaudia	Grabicka	C	3
1882	Maciej	Beniuszys	C	3
1883	Szymon	Jablos	C	3
1884	Marceli	Kulak	C	3
1885	Dorota	Wiedro	C	3
1886	Jadwiga	Wiek	C	3
1887	Olga	Zakrzewska	C	3
1888	Anastazja	Trzebiatowska	C	3
1889	Ewelina	Tyrka	C	3
1890	Piotr	Siwek	C	3
1891	Andrzej	Kulig	C	3
1892	Natalia	Jarosz	C	3
1893	Bruno	Formela	C	3
1894	Karol	Paszewski	C	3
1895	Jadwiga	Podczasiak	C	3
1896	Iga	Sorr	C	3
1897	Karolina	Kotala	C	3
1898	Marcin	Worek	C	3
1899	Roman	Grodecki	C	3
1900	Arkadiusz	Pietczak	C	3
1901	Jadwiga	Kowalska	C	3
1902	Kazimiera	Parczewska	C	3
1903	Mateusz	Pawlak	C	3
1904	Dariusz	Szamborski	C	3
1905	Karina	Legnicka	C	3
1906	Dorota	Karpowicz	C	3
1907	Karolina	Mrozek	C	3
1908	Hubert	Jakubczyk	C	3
1909	Bartosz	Snarski	C	3
1910	Alina	Bienias	C	3
1911	Wiktoria	Czaplo	C	3
1912	Edward	Malkiewicz	D	3
1913	Alicja	Koryncka	D	3
1914	Damian	Fryczke	D	3
1915	Krystian	Hofman	D	3
1916	Bogdan	Grzeskowiak	D	3
1917	Jan	Jarek	D	3
1918	Ewa	Gruszecka	D	3
1919	Patryk	Gozdalik	D	3
1920	Weronika	Czerlonek	D	3
1921	Aneta	Straciuk	D	3
1922	Joanna	Wierzbicka	D	3
1923	Julian	Panfil	D	3
1924	Karol	Hubicki	D	3
1925	Bartlomiej	Kogut	D	3
1926	Alexandra	Kogut	D	3
1927	Mateusz	Grzybek	D	3
1928	Katarzyna	Maciak	E	3
1929	Bogdan	Pilipczuk	E	3
1930	Aleksander	Letka	E	3
1931	Magdalena	Baranek	E	3
1932	Ewa	Bandera	E	3
1933	Magdalena	Lewicka	E	3
1934	Konrad	Mokrzycki	E	3
1935	Stefania	Malecka	E	3
1936	Jerzy	Koperski	E	3
1937	Stefan	Pabianicki	E	3
1938	Julia	Przybysz	E	3
1939	Dorota	Katowicka	E	3
1940	Ewa	Lewandowska	E	3
1941	Urszula	Stawikowska	E	3
1942	Joanna	Kaczmarek	E	3
1943	Stach	Anusz	E	3
1944	Karol	Charabin	E	3
1945	Lila	Markiewicz	E	3
1946	Kacper	Stiewa	E	3
1947	Michal	Inglot	F	3
1948	Piotr	Pachnowski	F	3
1949	Wojciech	Majsik	F	3
1950	Remigiusz	Okla	F	3
1951	Igor	Moskwa	F	3
1952	Dominika	Mizgalska	F	3
1953	Marcin	Antos	F	3
1954	Siergiu	Rykowski	F	3
1955	Blanka	Machnicka	F	3
1956	Henryk	Jakubczyk	F	3
1957	Agata	Czyz	F	3
1958	Anna	Makar	F	3
1959	Edyta	Zimna	F	3
1960	Leokadia	Jackowska	F	3
1961	Piotr	Moskwa	F	3
1962	Anna	Inny	F	3
1963	Zbigniew	Grzmil	F	3
1964	Katarzyna	Dmochowska	F	3
1965	Emma	Subocz	F	3
1966	Alicja	Szydlowska	F	3
1967	Maciej	Marciszewski	F	3
1968	Barbara	Katana	F	3
1969	Adrian	Tomczyk	F	3
1970	Monika	Burza	F	3
1971	Lilianna	Mamcarz	F	3
1972	Zofia	Krakowska	F	3
1973	Janusz	Monachijski	F	3
1974	Karolina	Szarkowicz	F	3
1975	Piotr	Banasiak	F	3
1976	Krzysztof	Balicki	F	3
1977	Piotr	Bak	F	3
1978	Krzysztof	Krul	F	3
1979	Krystian	Balcerowski	F	3
1980	Anna	Gates	F	3
1981	Kamil	Rutkowski	F	3
1982	Kamil	Guzierowicz	F	3
1983	Lena	Miller	F	3
1984	Szymon	Kisiel	F	3
1985	Adam	Karmazyn	F	3
1986	Andrzej	Mrozowski	F	3
1987	Ewelia	Krakowska	F	3
1988	Adam	Garbala	F	3
1989	Paulina	Gazarkiewicz	F	3
1990	Dawid	Giglewicz	F	3
1991	Justyna	Pozarzycka	F	3
1992	Amelia	Podlaska	F	3
1993	Tomasz	Krupa	F	3
1994	Natalia	Ksiazek	F	3
1995	Anna	Dziarska	F	3
1996	Ewa	Deska	F	3
1997	Monika	Wasiluk	F	3
1998	Jacek	Gibas	F	3
1999	Antonina	Tarnacka	F	3
2000	Alfred	Bajer	F	3
2001	Kazimierz	Grzegorczyk	F	3
2002	Krystian	Dziedzic	F	3
2003	Jadwiga	Chorzowska	F	3
2004	Kornel	Bydgoski	F	3
2005	Krzysztof	Dudek	F	3
2006	Bartosz	Ulewicz	F	3
2007	Agata	Mika	F	3
2008	Stefan	Gates	F	3
2009	Roman	Metter	F	3
2010	Wojciech	Otwinowski	F	3
2011	Jaromir	Prokop	F	3
2012	Greta	Kika	F	3
2013	Anna	Woch	F	3
2014	Amelia	Czarnoleska	F	3
2015	Zofia	Banasik	F	3
2016	Kamila	Bajurska	F	3
2017	Lucyna	Szypulska	F	3
2018	Jaromir	Balcerek	F	3
2019	Grzegorz	Maszkiewicz	F	3
2020	Olaf	Warda	F	3
2021	Marcin	Genewski	F	3
2022	Ewelina	Bajda	F	3
2023	Adam	Roztoka	F	3
2024	Wojciech	Dziedzic	F	3
2025	Sylwia	Malik	F	3
2026	Marceli	Balicki	F	3
2027	Helena	Biernat	F	3
2028	Jan	Andrut	F	3
2029	Anna	Bujanowicz	F	3
2030	Barbara	Babula	F	3
2031	Maria	Jackowska	F	3
2032	Wojciech	Kisiela	F	3
2033	Mariusz	Bagienko	F	3
2034	Jakub	Cymbor	F	3
2035	Wiktor	Bela	F	3
2036	Celina	Bardzio	F	3
2037	Jerzy	Bugajski	F	3
2038	Ilona	Balcerzak	F	3
2039	Magdalena	Klekotko	F	3
2040	Kacper	Kaliszewski	F	3
2041	Ireneusz	Oleszko	F	3
2042	Rafal	Koniec	F	3
2043	Monika	Piatek	F	3
2044	Robert	Fiksa	F	3
2045	Jolanta	Pastuszka	F	3
2046	Anastazja	Chojnawiak	F	3
2047	Beata	Antoszewska	F	3
2048	Kornel	Mielniczuk	F	3
2049	Filip	Trawicki	F	3
2050	Jan	Banaszkiewicz	F	3
2051	Alfred	Mochnacki	F	3
2052	Danuta	Bielecka	F	3
2053	Adam	Nowak	F	3
2054	Zofia	Augustyn	F	3
2055	Tobiasz	Duralski	F	3
2056	Dominik	Miszczyk	F	3
2057	Edyta	Szelbracikowska	F	3
2058	Iga	Srokowska	F	3
2059	Marek	Baran	F	3
2060	Tomasz	Augustowski	F	3
2061	Bartosz	Banaszek	F	3
2062	Maja	Kossakowska	F	3
2063	Zofia	Alot	F	3
2064	Zuzanna	Kasprzak	F	3
2065	Bozena	Lubiatowska	F	3
2066	Natalia	Jasik	F	3
2067	Patrycja	Goldschmidt	F	3
2068	Wojciech	Cichocki	F	3
2069	Piotr	Brzozowicz	F	3
2070	Tobiasz	Wilczko	F	3
2071	Mateusz	Kubisiak	F	3
2072	Marcin	Chojnik	F	3
2073	Jerzy	Katowicki	F	3
2074	Kamil	Zabrzowski	F	3
2075	Amelia	Winiarczyk	F	3
2076	Henryk	Adamiak	F	3
2077	Jacek	Michalski	F	3
2078	Alicja	Gazda	F	3
2079	Leon	Baran	F	3
2080	Marika	Kossakowska	F	3
2081	Karol	Barszczewski	F	3
2082	Piotr	Aleksander	F	3
2083	Agnieszka	Bujak	F	3
2084	Malgorzata	Tatarkiewicz	F	3
2085	Maria	Rogowska	F	3
2086	Szymon	Domaradzki	F	3
2087	Piotr	Baran	F	3
2088	Alicja	Nawoj	F	3
2089	Kamil	Gliwicki	F	3
2090	Nadia	Kirwiel	F	3
2091	Arkadiusz	Amanowicz	F	3
2092	Marian	Janik	F	3
2093	Zenon	Buczek	F	3
2094	Marta	Wileczko	F	3
2095	Cezary	Barczyk	F	3
2096	Zofia	Chojnik	F	3
2097	Danuta	Badowska	F	3
2098	Agnieszka	Baranowska	F	3
2099	Natalia	Kowalska	F	3
2100	Kamil	Chorzowski	F	3
2101	Krzysztof	Chrzanowski	F	3
2102	Dorota	Banach	F	3
2103	Andrzej	Augustowski	F	3
2104	Szymon	Bujnarowski	F	3
2105	Adam	Jamski	G	3
2106	Jerzy	Antczak	G	3
2107	Krzysztof	Alot	G	3
2108	Justyna	Kisielewska	G	3
2109	Adam	Bahdaj	G	3
2110	Andrzej	Ceja	G	3
2111	Nadia	Korek	G	3
2112	Maksymilian	Balcerzak	G	3
2113	Krzysztof	Klepacz	G	3
2114	Remigiusz	Kaliszewski	G	3
2115	Jagoda	Bauer	G	3
2116	Feliks	Bartnik	G	3
2117	Vanessa	Edel	G	3
2118	Stefan	Bolkowski	G	3
2119	Liwia	Wieczerzak	G	3
2120	Wojciech	Muchewicz	G	3
2121	Lena	Mienik	G	3
2122	Daniel	Bandera	G	3
2123	Hanna	Gliwa	G	3
2124	Agata	Nowakowicz	H	3
2125	Barbara	Augustyniak	H	3
2126	Bohdan	Chinski	H	3
2127	Tadeusz	Duralski	H	3
2128	Rafal	Bogacki	H	3
2129	Jan	Piechalski	H	3
2130	Alicja	Marchlewska	H	3
2131	Marta	Bochenek	H	3
2132	Edyta	Herman	H	3
2133	Adam	Rychta	H	3
2134	Karol	Bodek	H	3
2135	Marek	Bednarski	H	3
2136	Alicja	Wysocka	H	3
2137	Marta	Bydgoska	H	3
2138	Jagoda	Malczewska	H	3
2139	Agnieszka	Andrzejewska	H	3
2140	Marta	Bator	H	3
2141	Janusz	Baka	H	3
2142	Anna	Boss	H	3
2143	Adam	Andrzejewski	H	3
2144	Jegor	Radu	H	3
2145	Jan	Aanusz	H	3
2146	Maciej	Krolik	H	3
2147	Zofia	Bikonis	H	3
2148	Zenon	Gagatek	H	3
2149	Adam	Aftanas	H	3
2150	Klaudia	Skolska	H	3
2151	Andrzej	Bydgoski	H	3
2152	Mateusz	Krefta	H	3
2153	Zofia	Barszcz	H	3
2154	Zuzanna	Bajurska	I	3
2155	Marcin	Bielawski	I	3
2156	Rozalia	Siedlecka	I	3
2157	Olga	Broszczak	I	3
2158	Kacper	Lipski	I	3
2159	Marek	Borowik	I	3
2160	Janusz	Mazurowski	I	3
2161	Marcin	Boruta	I	3
2162	Ewa	Kowal	I	3
2163	Karolina	Abak	I	3
2164	Karolina	Adamska	I	3
2165	Ewelia	Otwocka	I	3
2166	Dominika	Szostakowska	I	3
2167	Robert	Falek	I	3
2168	Edward	Nadratowski	I	3
2169	Jan	Borecki	I	3
2170	Stefan	Bawarski	I	3
2171	Leszek	Biegaj	I	3
2172	Roxana	Forjasz	I	3
2173	Mateusz	Buczkowski	I	3
2174	Adam	Mazur	I	3
2175	Fabian	Uszkiewicz	I	3
2176	Janina	Chylak	I	3
2177	Marcin	Aronowski	I	3
2178	Tomasz	Boruta	I	3
2179	Marcin	Waszkiewicz	I	3
2180	Marek	Dziekan	I	3
2181	Szczepan	Bansik	I	3
2182	Andrzej	Banasiewicz	I	3
2183	Piotr	Augustyniak	I	3
2184	Tadeusz	Chamerski	I	3
2185	Katarzyna	Antczak	I	3
2186	Katarzyna	Florczuk	I	3
2187	Tadeusz	Starachowicki	I	3
2188	Wiktor	Adamus	I	3
2189	Patrycja	Gren	I	3
2190	Wojciech	Skrok	I	3
2191	Mariola	Krupa	I	3
2192	Maciej	Czemisow	I	3
2193	Kazimierz	Baran	I	3
2194	Patryk	Baranowski	I	3
2195	Mariusz	Laskowski	I	3
2196	Anna	Barszczewska	I	3
2197	Piotr	Frej	I	3
2198	Oliwia	Baranowska	I	3
2199	Bogdan	Bosman	I	3
2200	Daniel	Rusu	I	3
2201	Filip	Witkowski	I	3
2202	Paulina	Matela	I	3
2203	Katarzyna	Oszmana	I	3
2204	Maciej	Danilczuk	I	3
2205	Agata	Gawkowska	I	3
2206	Stefan	Gagatek	I	3
2207	Daria	Mazurek	I	3
2208	Roman	Moskiewski	I	3
2209	Kornel	Augustowski	I	3
2210	Jacek	Gorchalski	I	3
2211	Patrycja	Biler	I	3
2212	Ewa	Adamiec	I	3
2213	Karol	Arak	I	3
2214	Maciej	Majkut	I	3
2215	Piotr	Czapkowski	I	3
2216	Robert	Malik	I	3
2217	Weronika	Talaska	I	3
2218	Danuta	Biegaj	I	3
2219	Magdalena	Drapella	I	3
2220	Barbara	Chudzik	I	3
2221	Wojciech	Czernicki	I	3
2222	Maciej	Kucharz	I	3
2223	Henryk	Biler	I	3
2224	Maria	Bielec	I	3
2225	Barbara	Kiel	I	3
2226	Karolina	Grzegorczyk	I	3
2227	Piotr	Specjalny	I	3
2228	Julia	Bugajska	I	3
2229	Karol	Bolkowski	I	3
2230	Beata	Kukulka	I	3
2231	Eliza	Bartosiewicz	I	3
2232	Jerzy	Adamski	I	3
2233	Marcelina	Bielawska	I	3
2234	Nikodem	Grochowalski	I	3
2235	Marzena	Ozga	I	3
2236	Julia	Sachse	I	3
2237	Dorota	Kulig	I	3
2238	Anna	Potocki	I	3
2239	Tomasz	Milde	I	3
2240	Karolina	Kurowska	I	3
2241	Piotr	Dab	I	3
2242	Eric	Damian	I	3
2243	Barbara	Aleksandrowicz	I	3
2244	Piotr	Banach	I	3
2245	Marcin	Bajda	I	3
2246	Jakub	Przyborowicz	I	3
2247	Piotr	Olitkowski	I	3
2248	Mateusz	Jez	I	3
2249	Marcelina	Szatkowska	I	3
2250	Antoni	Bajda	I	3
2251	Leonard	Banasik	I	3
2252	Tadeusz	Rybicki	I	3
2253	Szymon	Chomik	I	3
2254	Justyna	Michniuk	I	3
2255	Maciej	Marzec	I	3
2256	Karolina	Marszalek	I	3
2257	Magdalena	Misiak	I	3
2258	Ewelina	Dudek	I	3
2259	Patryk	Mazurowski	I	3
2260	Agnieszka	Naduk	I	3
2261	Feliks	Kraus	I	3
2262	Magdalena	Geldner	I	3
2263	Jakub	Prusak	I	3
2264	Marzena	Porzucek	I	3
2265	Wojciech	Kaliski	I	3
2266	Sandra	Popielska	I	3
2267	Agnieszka	Zabawna	I	3
2268	Andrzej	Piechocki	I	3
2269	Jadwiga	Bajer	I	3
2270	Monika	Roztocka	I	3
2271	Karolina	Chorzowska	I	3
2272	Jakub	Gularek	I	3
2273	Tomasz	Milanowski	I	3
2274	Michal	Kiryk	I	3
2275	Stefano	Gates	I	3
2276	Katarzyna	Owsiak	I	3
2277	Joanna	Mielecka	I	3
2278	Monika	Wojciszek	I	3
2279	Mateusz	Kucharski	I	3
2280	Zofia	Banach	I	3
2281	Grzegorz	Tarara	I	3
2282	Mateusz	Krupa	I	3
2283	Iwona	Balcerowska	I	3
2284	Mateusz	Dutka	I	3
2285	Mariusz	Dunal	I	3
2286	Ewelina	Walczak	I	3
2287	Piotr	Wiatr	I	3
2288	Katarzyna	Bajdek	I	3
2289	Dorota	Gawron	I	3
2290	Filip	Chojnawiak	I	3
2291	Ksawery	Matelski	I	3
2292	Filip	Dratkowski	I	3
2293	Urszula	Wamka	I	3
2294	Zenon	Sasim	I	3
2295	Marcel	Lelental	I	3
2296	Dominika	Danek	I	3
2297	Petronela	Katowicka	I	3
2298	Agnieszka	Zawisza	I	3
2299	Jan	Zawodnik	I	3
2300	Paulina	Znojek	I	3
2301	Konrad	Modzelewski	I	3
2302	Zofia	Hajdel	I	3
2303	Magdalena	Klimisz	A	2
2304	Daniel	Sitarek	A	2
2305	Monika	Chojnacka	A	2
2306	Jan	Pengiel	A	2
2307	Jan	Krakowski	A	2
2308	Tomasz	Lange	A	2
2309	Tomasz	Budny	A	2
2310	Adam	Radomski	A	2
2311	Krystyna	Aleksandrowicz	A	2
2312	Szymon	Chirek	A	2
2313	Nina	Korda	A	2
2314	Patrycja	Golanko	A	2
2315	Witold	Bastian	A	2
2316	Kazimierz	Kowalczyk	A	2
2317	Magdalena	Grzegorczyk	A	2
2318	Karol	Zakowicz	A	2
2319	Marta	Korbus	B	2
2320	Kajetan	Nieradko	B	2
2321	Adam	Bluj	B	2
2322	Paulina	Kurowska	B	2
2323	Krzysztof	Hentel	B	2
2324	Kamila	Rycerz	B	2
2325	Kamil	Barcikowski	B	2
2326	Ewelina	Blizniak	B	2
2327	Karolina	Bydgoska	B	2
2328	Agnieszka	Szpila	B	2
2329	Edward	Bzinkowski	B	2
2330	Adam	Gates	B	2
2331	Kornelia	Andrzejewska	B	2
2332	Zofia	Augustowska	B	2
2333	Anna	Bednarczyk	B	2
2334	Krzysztof	Figurski	B	2
2335	Bartosz	Dziubak	B	2
2336	Monika	Jurecka	B	2
2337	Norbert	Bolkowski	B	2
2338	Fabio	Coco	B	2
2339	Dariusz	Bak	B	2
2340	Zenon	Bosman	B	2
2341	Julia	Radosz	B	2
2342	Zofia	Bigott	B	2
2343	Piotr	Mrozik	B	2
2344	Irena	Adamczyk	B	2
2345	Adrian	Krawiec	B	2
2346	Stefan	Barszcz	B	2
2347	Oliwia	Gondek	B	2
2348	Artur	Bodzioch	B	2
2349	Joanna	Albert	B	2
2350	Anna	Baran	B	2
2351	Halina	Aronowska	B	2
2352	Paulina	Baranowska	B	2
2353	Dorota	Biegaj	B	2
2354	Bartosz	Burka	B	2
2355	Wiktor	Bystrzycki	B	2
2356	Wiktoria	Chudzik	B	2
2357	Maciej	Chwiszczuk	B	2
2358	Adam	Czarnecki	B	2
2359	Nikodem	Jakubowski	B	2
2360	Nadia	Jaworska	B	2
2361	Pawel	Kaczmarek	B	2
2362	Agata	Kaliska	B	2
2363	Marcelina	Karwatowska	B	2
2364	Patryk	Katowicki	B	2
2365	Jan	Kowalski	B	2
2366	Marzena	Kowalski	B	2
2367	Marta	Koza	B	2
2368	Ada	Krawczyk	B	2
